;Punjab;Haryana;Rajasthan;Delhi;UP;Uttarakhand;HP;J&K;Chandigarh;Chhattisgarh;Gujarat;MP;Maharashtra;Goa;DNH;Andhra Pradesh;Telangana;Karnataka;Kerala;Tamil Nadu;Pondy;Bihar;Jharkhand;Odisha;West Bengal;Sikkim;Arunachal Pradesh;Assam;Manipur;Meghalaya;Mizoram;Nagaland;Tripura
05.07.2020;246.2;217.8;225.5;130.3;414.1;41.1;30.июл;40.3;06.янв;84.9;296.8;186.3;395.5;08.авг;18.июл;159.4;175.3;172.6;65.2;291.3;07.янв;112.6;25.янв;93.6;172.2;1;02.фев;34;02.июн;05.янв;01.авг;02.фев;05.фев
01.08.2020;214.3;208;225.7;128.7;439.6;42.8;29.сен;38.6;05.июл;88.5;288.7;188.2;399.6;10.фев;18.май;163.6;190.3;170.5;65.1;296.9;07.сен;115.3;25.апр;93.6;171.8;1;02.апр;33.3;02.май;05.мар;01.сен;02.май;05.фев
02.08.2020;219.2;209.3;228.7;128.5;435;42.7;30.авг;39.8;05.сен;86.8;292.4;195.1;397.8;10.фев;18.июн;167.9;193.7;179.2;65.5;303.7;07.сен;116.8;25.сен;90.3;170.8;0.9;02.мар;35.2;02.май;05.мар;01.сен;02.мар;05.фев
03.08.2020;228.4;209.1;224.7;122.2;430.1;39.6;31.янв;40.2;05.сен;85.2;294.3;192.3;390.6;10.фев;18.июн;169.6;188.3;177.7;67;307.3;08.фев;115.6;24.май;89.4;168.4;01.фев;02.мар;36;02.июн;05.мар;01.сен;02.мар;04.сен
04.08.2020;224.1;198.2;219.8;116.7;423.8;38;28.фев;39.3;05.май;74.4;276.3;180;381.2;10.фев;18.фев;169.7;188.1;167.9;62.6;290.2;07.июл;112.6;23.фев;91.4;153.1;0.8;02.янв;33.3;02.май;05.мар;01.авг;02.фев;04.авг
05.08.2020;111.2;110.4;236.5;61.5;250.8;33.8;27.май;46.8;03.янв;91.3;360.1;226.7;476.6;10.сен;18.июн;195.3;248.6;237.2;78.9;323;07.май;72.1;24.фев;72.4;120.1;01.апр;02.янв;22.май;02.июл;05.июн;01.июн;02.янв;03.май
01.09.2020;116.5;119.5;244.7;62.8;257.1;35;28.апр;46.9;03.апр;86.2;363.1;234.3;490.8;11;19;195.9;254;245.1;79.9;334;07.сен;73.1;22.сен;71.6;115.5;01.май;02.фев;20.мар;02.май;05.июл;01.июн;02.фев;03.апр
02.09.2020;114;114;225.9;63.9;250;35.1;28.фев;45.4;03.апр;84.3;356.5;232.1;490.1;11;19.фев;201.2;254.1;244.5;80;337.3;08.янв;73.5;21.июл;69.9;111.4;01.июл;02.янв;21.мар;02.авг;05.май;01.июл;02.фев;03.май
03.09.2020;101.7;97.2;215.6;62.9;230.3;34.8;29.апр;45.7;03.мар;85.1;354.3;232;491.6;10.апр;19.май;199.5;247.3;251.9;79.2;336.3;8;73.5;20.мар;69.3;115.5;01.июл;02.янв;22.май;02.июн;05.сен;01.июн;02.янв;03.май
04.09.2020;91.6;87.6;153.3;64.4;209.5;32.9;29.июн;46.8;03.май;83.5;345.3;220.7;486.1;10.апр;19.янв;194.7;244.1;248.5;79.4;339.7;08.май;67.3;21;67.8;114;01.апр;02.фев;22.май;02.июн;05.июл;01.июл;02.фев;03.июн
05.09.2020;97.3;99.1;193.9;59.9;218.8;34.6;30.май;49.2;03.май;72.2;344;221.5;486.1;10.апр;19.янв;185.7;237.6;247.7;79.5;332.2;08.фев;64.8;20.сен;68.6;109.7;01.май;02.мар;22.фев;02.июл;05.сен;01.июн;02.фев;03.июн
01.10.2020;93.8;93.2;201.1;58.2;232.1;33.8;27.май;47.4;03.янв;81.2;335.6;221;471.5;09.фев;19;182.4;226.7;237.4;73.9;309.7;07.апр;71.1;22.май;71.4;104.9;01.мар;02.мар;21;02.июл;05.июл;01.июл;02.фев;03.апр
02.10.2020;290.1;228.1;247.9;145.2;454.3;46.5;29.июн;44.4;07.фев;80.8;330.7;172.7;376.7;10;17.апр;169.9;144.8;184.6;76.4;334.9;08.апр;104.7;23.апр;76.5;167.6;01.янв;02.мар;33;02.май;05.июн;01.сен;02.мар;05.мар
03.10.2020;282.1;223.9;237.5;147.1;441.3;45.4;30.июн;45.6;07.фев;73.1;339;167.2;380.3;10;17.авг;171.9;145.5;192.6;77.1;339.7;08.июл;92.6;20.фев;74.6;164.7;01.фев;02.фев;31.июл;02.июн;6;01.июл;02.фев;04.авг
04.10.2020;300;237.2;242.7;145.3;433.9;47;31.авг;45.9;07.апр;73.8;331.1;156.6;387;10;18.май;171.4;146.3;195.9;75.2;342.8;08.сен;99.3;21.сен;80.4;164.8;01.фев;02.фев;30.сен;02.апр;06.фев;01.июл;02.июн;5
05.10.2020;289.9;208.2;237.3;139.2;441.2;45.2;30;41.6;06.янв;79.8;318.1;161.1;392.8;10;18.авг;179.4;152.5;195.4;73.4;346.7;09.апр;106.2;22.июл;81.6;176.1;01.фев;02.апр;35;02.май;05.сен;01.июл;02.май;05.янв
01.11.2020;284.4;205.8;220.9;126.4;403;45.1;29.сен;41.9;06.май;81.1;322.7;157.7;386.3;10;18.июн;169.3;152.5;191.5;72.8;347.2;09.май;107.8;23.апр;81;177.9;01.фев;02.фев;34;02.июн;05.авг;2;02.фев;05.июн
02.11.2020;271.4;210.4;218.1;122.3;364.9;44.2;29.сен;41;6;77.9;321.8;154.9;382.6;10;18.июн;179.4;150.4;183.5;72.7;336.3;09.май;101.6;22.июн;79.7;161.8;1;02.янв;30.сен;02.мар;05.июн;01.июл;2;05.фев
03.11.2020;270;199.5;201.3;119.6;377.9;42.2;25;43;05.июн;79;305.1;157.1;367.1;10.май;17.мар;175.1;147.3;172.9;65.4;317.2;08.июл;83.7;21.май;80.6;144.9;0.8;02.фев;26.авг;02.апр;05.сен;01.апр;02.янв;04.мар
04.11.2020;124.3;117.9;213.8;72;311.1;34.1;24.сен;44.5;03.мар;99;359.3;205.9;477.1;12;17.мар;195.1;218.5;243.7;84.7;342.7;8;75.7;22.авг;81.3;145.8;01.янв;2;18;02.мар;04.сен;01.май;01.сен;02.июн
05.11.2020;124.4;124;216.6;75;320.1;35.6;24.июл;45.4;03.май;99.6;366.9;206.3;485.9;12;17.июн;195.8;225.3;247.8;85.3;350.4;08.апр;83;24.мар;95.3;168.7;01.мар;2;19.авг;02.янв;05.мар;01.июл;01.сен;02.апр
01.12.2020;130.8;126;220.4;77.3;322.8;36.5;25.апр;45.4;03.июн;100.4;370.5;208.1;494.1;12;18.янв;196.5;227.7;248.6;86.4;357.3;08.май;82.9;26.мар;105.7;172.6;01.апр;02.янв;20.апр;02.янв;05.апр;01.авг;2;02.апр
02.12.2020;129.4;127.3;218.4;81.3;331.4;37;25.авг;45.2;03.июл;101.8;377.4;209.8;492.8;12;18.фев;197.6;219.5;246.5;84.7;356.9;08.май;85;25.фев;112.3;174.4;01.май;02.янв;23.мар;02.апр;05.апр;01.июн;02.янв;03.мар
03.12.2020;132.1;129.7;205.6;85.6;336.7;37.8;26.фев;45.2;4;103;379.8;205.2;472.8;12;18.апр;197.3;212.5;242.8;83.9;355.1;08.июл;85.4;24;113;169.8;01.апр;02.янв;21.июл;02.мар;05.апр;01.май;2;03.июн
04.12.2020;132.1;128.4;207;83.9;334.6;38.2;27;43;4;101.8;377.2;203.3;475.3;12;18.фев;186.1;207.2;226.7;85.1;353.5;08.июн;70;19.мар;111.6;145.5;01.фев;2;24.фев;02.май;05.июл;01.июн;2;03.мар
05.12.2020;120.4;111.2;201.4;83.6;287.3;35.2;24.мар;42.6;03.май;102.4;362.5;200.1;470.5;12;18.апр;181.9;197;218.6;78.7;323.7;07.сен;61.7;17.июл;95.1;110.4;01.фев;02.янв;20.мар;02.май;05.авг;01.июн;02.янв;03.мар
